schema_name,table_name,column_name,ordinal,data_type,nullable,is_pk,metric_class,min_role_level,is_identity,aggregation_rule,enum_values,description
ci_core,dim_store,state_name,6,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,NOT POPULATED - the store feed carries no state. Filtering on it returns nothing; use store_location.
ci_core,dim_store,city_name,7,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,NOT POPULATED - the store feed carries no city. Filtering on it returns nothing; use store_location.
ci_core,dim_store,open_time,8,time,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Sets this store's Morning daypart boundary during the load.
ci_core,dim_store,close_time,9,time,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Sets this store's Evening daypart boundary during the load.
ci_core,dim_store,opened_date,10,date,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Exclude stores opened inglegate-period from like-for-like comparison.
ci_core,dim_store,closed_date,11,date,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Set once the branch stops trading.
ci_core,dim_store,is_active,12,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"False for closed branches, which still carry historical sales."
ci_core,dim_product_category,category_key,1,bigint,FALSE,TRUE,key,EXEC,FALSE,NONE,,Primary key and
ci_core,dim_product_category,opco_code,2,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[""NORTHCO_MART"", ""NORTHCO"", ""NORTHCO_CREDIT"", ""NORTHCO_BANK""]","Each OpCo has its own hierarchy, so the same category name can exist in several."
ci_core,dim_product_category,category_level,3,smallint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[1,2,3,4]","1 product line, 2 division, 3 group, 4 category."
ci_core,dim_product_category,category_code,4,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Unique within opco_code and category_level.
ci_core,dim_product_category,category_name,5,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"Node name such as FASHION or BABIES, trigram-indexed. Not unique - the same name appears at different levels and in different OpCos."
ci_core,dim_product_category,parent_category_key,6,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,Parent node. NULL at level 1.
ci_core,dim_product_category,is_leaf,7,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Deepest node on its branch. A branch may stop above level 4.
ci_core,dim_product_category,category_path,8,ltree,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"Materialised ltree path, GiST-indexed for subtree queries."
ci_core,dim_product_category,category_path_text,9,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Readable path such as SOFT > FASHION > LADIES > BLOUSE. Use for display; it disambiguates a name that repeats.
ci_core,dim_product_category,l1_key,10,bigint,FALSE,FALSE,key,EXEC,FALSE,NONE,,"Level 1 ancestor, so a filter or grant made at product-line level is one equality rather than a hierarchy walk."
ci_core,dim_product_category,l1_name,11,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"Product line name such as SOFT, FOOD or HARD."
ci_core,dim_product_category,l2_key,12,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,"Level 2 ancestor, so a filter or grant made at division level is one equality."
ci_core,dim_product_category,l2_name,13,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Product division name.
ci_core,dim_product_category,l3_key,14,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,"Level 3 ancestor, so a filter or grant made at group level is one equality."
ci_core,dim_product_category,l3_name,15,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Product group name.
ci_core,dim_product_category,l4_key,16,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,"Level 4 ancestor, so a filter or grant made at category level is one equality."
ci_core,dim_product_category,l4_name,17,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Product category name.
ci_core,dim_product_category,is_active,18,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"False for retired nodes, which still have historical sales."
ci_core,dim_product,sku_key,1,bigint,FALSE,TRUE,key,EXEC,FALSE,NONE,,Primary key. Optional table - only SKU questions need it.
ci_core,dim_product,opco_code,2,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[""NORTHCO_MART"", ""NORTHCO"", ""NORTHCO_CREDIT"", ""NORTHCO_BANK""]",
ci_core,dim_product,sku_code,3,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,SKU code.
ci_core,dim_product,sku_name,4,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"SKU name, trigram-indexed."
ci_core,dim_product,brand_name,10,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Brand of the SKU. Brand SALES are answerable via agg_sales_sku_monthly; nothing pairs a brand with a customer, so brand affinity and repeat-purchase rate by brand are not answerable."
ci_core,dim_product,category_key,5,bigint,FALSE,FALSE,key,EXEC,FALSE,NONE,,Leaf category the SKU sits in.
ci_core,dim_product,category_l1_key,6,bigint,FALSE,FALSE,key,EXEC,FALSE,NONE,,"Level 1 ancestor, so a grant at any level is one equality."
ci_core,dim_product,category_l2_key,7,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,"Level 2 ancestor, so a grant at any level is one equality."
ci_core,dim_product,category_l3_key,8,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,"Level 3 ancestor, so a grant at any level is one equality."
ci_core,dim_product,category_l4_key,9,bigint,TRUE,FALSE,key,EXEC,FALSE,NONE,,"Level 4 ancestor, so a grant at any level is one equality."
ci_core,dim_product,uom,11,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Unit of measure. Quantity means different things across units, so do not compare quantity across SKUs of different uom."
ci_core,dim_product,is_active,12,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"False for delisted SKUs, which still have historical sales."
ci_core,fact_sales_daily,calendar_date,1,date,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,Grain and monthly partition key. ALWAYS filter on it. Derive year and month with EXTRACT or date_trunc; there is no date key and no dimension join needed.
ci_core,fact_sales_daily,daypart,2,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""Morning"",""Afternoon"",""Evening""]","Degenerate dimension - filter and group directly, there is no daypart table. Morning is store open to 11:59, Afternoon 12:00-17:59, Evening 18:00 to store close."
ci_core,fact_sales_daily,daypart_seq,3,smallint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[1,2,3]",ORDER BY this when presenting dayparts; ordering by the text puts Afternoon before Morning.
ci_core,fact_sales_daily,opco_code,4,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""NORTHCO"",""NORTHCO_MART"",""NORTHCO_CREDIT"",""NORTHCO_BANK""]",
ci_core,fact_sales_daily,store_id,5,bigint,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,Join to dim_store on store_id AND opco_code for the name.
ci_core,fact_sales_daily,category_key,6,bigint,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,Deepest category node for the sale.
ci_core,fact_sales_daily,category_l1_key,7,bigint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"Level 1 ancestor, so a product-line filter is one equality."
ci_core,fact_sales_daily,category_l2_key,8,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Level 2 ancestor, so a division filter such as Fashion is one equality."
ci_core,fact_sales_daily,category_l3_key,9,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Level 3 ancestor, so a group filter is one equality."
ci_core,fact_sales_daily,category_l4_key,10,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Level 4 ancestor, so a category filter is one equality."
ci_core,fact_sales_daily,customer_type,11,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""Member"",""Non-Member""]",Member or Non-Member. FILTER-aggregate on it to compute membership penetration.
ci_core,fact_sales_daily,payment_type,12,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""ACS Credit"",""Non-ACS Credit"",""NorthCo Bank-Wallet"",""Cash-Other""]","Payment method used on the receipt, bucketed from media_code - ACS Credit is NORTHCO's own card, Non-ACS Credit a competitor's, NorthCo Bank-Wallet the bank and its wallet rails, Cash-Other cash, vouchers and third-party QR. Rounding rows (media_desc '~R') are excluded. PART OF THE PRIMARY KEY, so this fact's feed must emit these four values - the earlier Cash / Card / E-wallet / Other taxonomy could not separate an NORTHCO card from a competitor's."
ci_core,fact_sales_daily,transaction_count,13,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Distinct receipts. Fully additive.
ci_core,fact_sales_daily,line_item_count,14,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Receipt lines. Fully additive.
ci_core,fact_sales_daily,quantity,15,numeric(18.3),FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Units sold. Fully additive.
ci_core,fact_sales_daily,customer_count,16,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,NEVER_AGGREGATE,,"Distinct customers AT THIS ROW GRAIN ONLY. NOT additive - summing double-counts anyone who shopped more than once, and AVG is equally wrong. For a period total use COUNT(DISTINCT customer_key) on the monthly customer tables."
ci_core,fact_sales_daily,gross_sales_amount,17,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Fully additive. HOD ONLY - absent from the executive view.
ci_core,fact_sales_daily,net_sales_amount,18,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Sales after discount. Fully additive. HOD ONLY - absent from the executive view.
ci_core,fact_sales_daily,discount_amount,19,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Fully additive. HOD ONLY - absent from the executive view.
ci_core,fact_sales_daily,gmv_amount,20,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Gross merchandise value. Fully additive. HOD ONLY - absent from the executive view.
ci_core,fact_sales_daily,updated_at,21,timestamptz,FALSE,FALSE,metadata,EXEC,FALSE,NONE,,Load timestamp. Never analyse it.
ci_core,agg_sales_daily,calendar_date,1,date,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,Grain and monthly partition key. ALWAYS filter on it.
ci_core,agg_sales_daily,daypart,2,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""Morning"",""Afternoon"",""Evening""]","Degenerate dimension - filter and group directly. Morning is store open to 11:59, Afternoon 12:00-17:59, Evening 18:00 to store close."
ci_core,agg_sales_daily,daypart_seq,3,smallint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[1,2,3]",ORDER BY this when presenting dayparts.
ci_core,agg_sales_daily,opco_code,4,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""NORTHCO"",""NORTHCO_MART"",""NORTHCO_CREDIT"",""NORTHCO_BANK""]",
ci_core,agg_sales_daily,category_l1_key,5,bigint,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,This rollup holds levels 1 and 2 only.
ci_core,agg_sales_daily,category_l2_key,6,bigint,TRUE,TRUE,dimension,EXEC,FALSE,NONE,,A grant below level 2 widens to its level 2 ancestor here - use fact_sales_daily when the answer needs deeper precision.
ci_core,agg_sales_daily,customer_type,7,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""Member"",""Non-Member""]",Member or Non-Member. FILTER-aggregate on it for membership penetration.
ci_core,agg_sales_daily,transaction_count,8,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Distinct receipts. Fully additive.
ci_core,agg_sales_daily,quantity,9,numeric(18.3),FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Units sold. Fully additive.
ci_core,agg_sales_daily,customer_count,10,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,NEVER_AGGREGATE,,"Distinct customers AT THIS ROW GRAIN ONLY. NOT additive - summing double-counts repeat shoppers, and AVG is equally wrong. For a period total use COUNT(DISTINCT customer_key) on the monthly customer tables."
ci_core,agg_sales_daily,gross_sales_amount,11,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Fully additive. HOD ONLY - absent from the executive view.
ci_core,agg_sales_daily,net_sales_amount,12,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Sales after discount. Fully additive. HOD ONLY - absent from the executive view.
ci_core,agg_sales_daily,gmv_amount,13,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Gross merchandise value. Fully additive. HOD ONLY - absent from the executive view.
ci_core,agg_sales_sku_monthly,month_start_date,1,date,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,"First day of the month, and the grain. ALWAYS filter on it. Optional table - only SKU and brand questions need it."
ci_core,agg_sales_sku_monthly,opco_code,2,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""NORTHCO_MART"", ""NORTHCO"", ""NORTHCO_CREDIT"", ""NORTHCO_BANK""]",
ci_core,agg_sales_sku_monthly,sku_key,3,bigint,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,Join to dim_product for the SKU name and brand.
ci_core,agg_sales_sku_monthly,brand_name,10,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Brand of the SKU, denormalised from dim_product so a brand ranking is a GROUP BY rather than a join. This table has NO customer key, so brand answers what sold - revenue, units, receipts, by store, month and member type - never who bought it."
ci_core,agg_sales_sku_monthly,store_id,3,bigint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Join to dim_store on store_id AND opco_code for the branch or region.
ci_core,agg_sales_sku_monthly,category_key,4,bigint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Leaf category of the SKU.
ci_core,agg_sales_sku_monthly,category_l1_key,5,bigint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Level 1 ancestor.
ci_core,agg_sales_sku_monthly,category_l2_key,6,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Level 2 ancestor.
ci_core,agg_sales_sku_monthly,category_l3_key,7,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Level 3 ancestor.
ci_core,agg_sales_sku_monthly,category_l4_key,8,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Level 4 ancestor.
ci_core,agg_sales_sku_monthly,customer_type,9,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""Member"",""Non-Member""]",Member or Non-Member. This table has NO customer key - it cannot answer who bought a SKU.
ci_core,agg_sales_sku_monthly,transaction_count,10,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Receipts containing the SKU. Fully additive.
ci_core,agg_sales_sku_monthly,quantity,11,numeric(18.3),FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Units sold. Fully additive.
ci_core,agg_sales_sku_monthly,gross_sales_amount,12,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,Fully additive. HOD ONLY - absent from the executive view.
ci_core,fact_customer_opco_monthly,customer_key,1,bigint,FALSE,TRUE,key,EXEC,TRUE,COUNT_DISTINCT_ONLY,,"IDENTITY COLUMN. Opaque salted hash. It must never reach the OUTERMOST SELECT list or GROUP BY, and never sit inside an aggregate other than COUNT(DISTINCT customer_key). Inside a CTE or subquery it is free: GROUP BY it to compute a per-customer figure - repeat rate, visits per customer, share who did X - then aggregate it away in the outer query. No mapping table exists in any reachable schema."
ci_core,fact_customer_opco_monthly,month_start_date,2,date,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,"First day of the month, and the monthly partition key. ALWAYS filter on it."
ci_core,fact_customer_opco_monthly,opco_code,3,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""NORTHCO"",""NORTHCO_MART"",""NORTHCO_CREDIT"",""NORTHCO_BANK""]","The OpCo this row describes. ONE CUSTOMER HAS ONE ROW PER OPCO PER MONTH, so a customer active in two OpCos appears twice and COUNT(*) over-counts. Use COUNT(DISTINCT customer_key)."
ci_core,fact_customer_opco_monthly,is_member,4,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Member of this OpCo's programme in this month.
ci_core,fact_customer_opco_monthly,customer_type,5,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[""Member"",""Non-Member""]","Member or Non-Member - the same fact as is_member, in the form the sales tables carry, so the two sides join cleanly."
ci_core,fact_customer_opco_monthly,is_active_in_opco,6,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"The customer TRANSACTED with this OpCo in the month. It is not a holding and not a membership state: an NorthCo Credit customer with only a loan is active here and holds no card. For cardholding use active_credit_card_count, for membership use member_status."
ci_core,fact_customer_opco_monthly,customer_status_in_opco,7,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""Active"", ""Inactive""]","is_active_in_opco as text. Same meaning, same caveats."
ci_core,fact_customer_opco_monthly,member_status,8,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""Active"", ""Inactive""]","Whether the MEMBERSHIP is active, independently of whether the customer shopped this month."
ci_core,fact_customer_opco_monthly,is_primary_opco,9,boolean,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,The OpCo this customer engages with most. Use it to attribute a customer to one OpCo without double counting across their rows.
ci_core,fact_customer_opco_monthly,last_purchase_date,10,date,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Latest purchase as of this month, across the OpCo."
ci_core,fact_customer_opco_monthly,days_since_last_purchase,11,integer,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Recency as of the month end. Use for recency cutoffs instead of subtracting dates.
ci_core,fact_customer_opco_monthly,active_months_6m,12,smallint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[0, 1, 2, 3, 4, 5, 6]",Months active in the six months ending this month. 0-6.
ci_core,fact_customer_opco_monthly,active_months_12m,13,smallint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Months active in the twelve months ending this month. 0-12.
ci_core,fact_customer_opco_monthly,purchase_months_12m,14,smallint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","Months with a purchase in the twelve months ending this month. Lower than active_months_12m, which counts any activity."
ci_core,fact_customer_opco_monthly,longest_consecutive_months_count,15,smallint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Longest unbroken run of active months. A loyalty measure; not additive.
ci_core,fact_customer_opco_monthly,repeat_purchase_segment,16,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""Truly Repeat"", ""Occasional"", ""Lapsed""]",Repeat-purchase behaviour over the rolling window.
ci_core,fact_customer_opco_monthly,purchase_ratio_segment,17,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""Truly Repeat"", ""Occasional"", ""Lapsed""]",Repeat-purchase behaviour measured by purchase ratio rather than by month count.
ci_core,fact_customer_opco_monthly,primary_store_id,18,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Store the customer shops most. Join dim_store on store_id AND opco_code - this is how a customer question reaches a branch or a region, since no store text is carried on the fact."
ci_core,fact_customer_opco_monthly,store_count,19,smallint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Distinct stores visited in the month. Not additive across months.
ci_core,fact_customer_opco_monthly,preferred_store_type,20,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""GMS / AMY"", ""NorthCo Mart"", ""Mall / Tenant""]",Store format the customer favours.
ci_core,fact_customer_opco_monthly,nearest_store_change_status,21,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""Moved Closer"", ""Moved Further"", ""New City-State"", ""Unclear"", ""No Change""]","Whether the customer's nearest store moved closer, further, or changed city-state since last month."
ci_core,fact_customer_opco_monthly,cash_txn_count,22,integer,TRUE,FALSE,measure_volume,EXEC,FALSE,SUM,,Cash transactions in the month. Fully additive.
ci_core,fact_customer_opco_monthly,card_txn_count,23,integer,TRUE,FALSE,measure_volume,EXEC,FALSE,SUM,,Card transactions in the month. Fully additive.
ci_core,fact_customer_opco_monthly,ewallet_txn_count,24,integer,TRUE,FALSE,measure_volume,EXEC,FALSE,SUM,,E-wallet transactions in the month. Fully additive.
ci_core,fact_customer_opco_monthly,primary_daypart,25,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,"[""Morning"",""Afternoon"",""Evening""]",Daypart the customer shops most.
ci_core,fact_customer_opco_monthly,primary_category_l1_key,26,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Product line the customer buys most. Join dim_product_category for the name.
ci_core,fact_customer_opco_monthly,category_l1_count,27,smallint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Distinct product lines bought from. A breadth measure; not additive.
ci_core,fact_customer_opco_monthly,transaction_count,28,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,The customer's transactions with this OpCo this month. Fully additive.
ci_core,fact_customer_opco_monthly,quantity,29,numeric(18.3),FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Units the customer bought this month. Fully additive.
ci_core,fact_customer_opco_monthly,total_revenue,30,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,The customer's spend with this OpCo this month. Fully additive. HOD ONLY - absent from the executive view.
ci_core,fact_customer_opco_monthly,total_gmv,31,numeric(18.2),FALSE,FALSE,measure_money,HOD,FALSE,SUM,,The customer's GMV this month. Fully additive. HOD ONLY - absent from the executive view.
ci_core,bridge_customer_category_monthly,customer_key,1,bigint,FALSE,TRUE,key,EXEC,TRUE,COUNT_DISTINCT_ONLY,,"IDENTITY COLUMN. Opaque salted hash. It must never reach the OUTERMOST SELECT list or GROUP BY, and never sit inside an aggregate other than COUNT(DISTINCT customer_key). Inside a CTE or subquery it is free: GROUP BY it to compute a per-customer figure - repeat rate, visits per customer, share who did X - then aggregate it away in the outer query. A customer appears once per leaf category and store, so COUNT(DISTINCT customer_key) is the only correct customer count."
ci_core,bridge_customer_category_monthly,month_start_date,2,date,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,"First day of the month, and the monthly partition key. ALWAYS filter on it."
ci_core,bridge_customer_category_monthly,opco_code,3,text,FALSE,TRUE,dimension,EXEC,FALSE,NONE,"[""NORTHCO_MART"", ""NORTHCO"", ""NORTHCO_CREDIT"", ""NORTHCO_BANK""]",Where the purchase happened.
ci_core,bridge_customer_category_monthly,category_key,4,bigint,FALSE,TRUE,dimension,EXEC,FALSE,NONE,,"The DEEPEST category node the purchase maps to. Every ancestor is denormalised beside it, so filter category_l1_key..category_l4_key at whatever depth the question names rather than this column."
ci_core,bridge_customer_category_monthly,category_level,5,smallint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,"[1,2,3,4]","Depth of category_key, 1-4. One row per customer per store per LEAF category, so a customer is counted once no matter which level the question filters - there is no need to filter this column to avoid double counting."
ci_core,bridge_customer_category_monthly,category_l1_key,6,bigint,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Level 1 ancestor. Filter here for a product-line question.
ci_core,bridge_customer_category_monthly,category_l2_key,7,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Level 2 ancestor. Filter here for a division question such as Home Fashion.
ci_core,bridge_customer_category_monthly,category_l3_key,8,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Level 3 ancestor. Filter here for a group question.
ci_core,bridge_customer_category_monthly,category_l4_key,9,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Level 4 ancestor. Filter here for the narrowest category a customer question can name.
ci_core,bridge_customer_category_monthly,store_id,10,bigint,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Where the purchase happened. This is what lets a customer-attribute question name a branch - average basket size for Gen Z in Fashion at Inglegate Juniperford. Join dim_store on store_id AND opco_code.
ci_core,bridge_customer_category_monthly,transaction_count,11,bigint,FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,The customer's transactions in this leaf category at this store. Fully additive.
ci_core,bridge_customer_category_monthly,quantity,12,numeric(18.3),FALSE,FALSE,measure_volume,EXEC,FALSE,SUM,,Units bought. Fully additive.
ci_core,bridge_customer_category_monthly,gross_sales_amount,13,numeric,FALSE,FALSE,measure_money,HOD,FALSE,SUM,,The customer's spend in this leaf category at this store. Fully additive. HOD ONLY - absent from the executive view.
ci_meta,copilot_glossary,id,1,bigint,FALSE,TRUE,key,EXEC,FALSE,NONE,,Surrogate key.
ci_meta,copilot_glossary,table_name,2,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Serving table or view the column belongs to. Unique with column_name.
ci_meta,copilot_glossary,column_name,3,text,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,Column within that table.
ci_meta,copilot_glossary,table_title,4,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Table title shown in schema context.
ci_meta,copilot_glossary,data_type,5,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Logical type of the column.
ci_meta,copilot_glossary,grain,6,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Grain the column is defined at.
ci_meta,copilot_glossary,enum_values,7,jsonb,FALSE,FALSE,dimension,EXEC,FALSE,NONE,,"Canonical values. Loaded into the entity catalogue, so a value listed here is one a user can name in a question."
ci_meta,copilot_glossary,remarks,8,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Curated remarks. A non-empty value marks the column as lookup-backed.
ci_meta,copilot_glossary,description,9,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,What the planner is told about the column.
ci_meta,copilot_glossary,lookup_resolution_mode,10,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,Lookup resolution mode.
ci_meta,copilot_glossary,lookup_resolution_scope,11,text,TRUE,FALSE,dimension,EXEC,FALSE,NONE,,"Lookup scope - store, product or category."
